test_index,cid,description,ground_truth,generated,word_length,word_bucket,token_length,token_bucket,bertzct,bertz_bucket,maccs,valid
1557,44587217,"The molecule is a steroid alkaloid that is 5alpha-pregn-2-ene-4-one substituted by a N-formylamino group at position 3 and a N,N-dimethylamino group at position 20. Isolated from Sarcococca hookeriana, it exhibits antiplasmodial activity and inhibitory activity against cholinesterase. It has a role as a metabolite, an EC 3.1.1.8 (cholinesterase) inhibitor and an antiplasmodial drug. It is a steroid alkaloid, a member of formamides and an enone. It derives from a hydride of a 5alpha-pregnane.",C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=C(C4=O)NC=O)C)C)N(C)C,CN(C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]4[C@@]3(CCC(=O)N(C)C=C)C)C,73,65-96,153,129-160,686.0926332351033,300-800,,False
1558,8316,The molecule is a naphthalenesulfonic acid and an aminonaphthalene. It has a role as a mutagen. It derives from a 2-naphthol.,C1=CC=C2C(=C1)C(=CC(=C2N)O)S(=O)(=O)O,C1=CC=C2C=C(C=CC2=C1)C3=C(C(=CC3)S(=O)(=O)O,21,1-64,42,1-64,663.8185193123857,300-800,,False
1559,57339289,The molecule is an organic cation obtained by protonation of the two free amino groups of 2'-N-acetylparomamine; major species at pH 7.3. It is an ammonium ion derivative and an organic cation. It is a conjugate acid of a 2'-N-acetylparomamine.,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O)[NH3+])[NH3+])CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](C[C@H](C=C2)O)O)O)O)O)O,40,1-64,71,65-96,469.35781271208117,300-800,,False
1560,10334284,"The molecule is an organic tricyclic compound that is 1H-phenalen-1-one which is substituted by hydroxy groups at positions 3,4,7, and 9, by a methoxy group at position 2, and by a methyl group at position 6. It is a collagenase inhibitor produced by Aspergillus niger. It has a role as an EC 3.4.24.3 (microbial collagenase) inhibitor and an Aspergillus metabolite. It is an organic tricyclic compound, an enone and a member of phenols. It derives from a hydride of a phenalene.",CC1=CC(=O)C2=C(C(=C(C3=C2C1=C(C=C3O)O)O)OC)O,CC1=CC2=C(C(=C1O)OC3=CC=C(C(=C(C=C32)O)O)O,81,65-96,138,129-160,847.5882694082738,>800,,False
1561,9810996,"The molecule is a dipeptide composed of N-(3,3-dimethylbutyl)-L-aspartic acid and methyl L-phenylalanate units joined by a peptide linkage. It has a role as an environmental contaminant, a xenobiotic and a sweetening agent.",CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,CC(C)C[C@@H](CC(=CC=C)C(=O)N[C@@H](CC(=O)C(=O)O)C,32,1-64,65,65-96,625.0092833747594,300-800,,False
1562,51351812,The molecule is a dicarboxylic acid dianion that results from the removal of a proton from each of the carboxylic acid groups of dinoflagellate luciferin. It is a conjugate base of a dinoflagellate luciferin(1-).,CCC1=C(NC(=C1C)CC2C(=C(C(=O)N2)C)C=C)CC3=C(C4=C(N3)/C(=C\\5/[C@H]([C@@H]([C@H](N5)C(=O)[O-])C)CCC(=O)[O-])/CC4=O)C,CCC1=C(NC(=C1C)CC2C(=C(C(=O)N2)C)C=C)CC3=C(C4=C(N3)/C(=C\\5/[C@H]([C@@H]([C@H](N5)C(=O)[O-])C)CCC(=O)[O-])/C(=O)C4=O)C,34,1-64,68,65-96,1619.434722838885,>800,0.9836065573770492,True
1563,5461136,The molecule is an arsenic oxoanion obtained deprotonation of both arsenite OH groups of methylarsonous acid. It derives from an arsonite(2-). It is a conjugate base of a methylarsonous acid.,C[As]([O-])[O-],C[As]C(=O)[O-])[O-],30,1-64,51,1-64,10.75488750216347,<100,,False
1564,54749447,"The molecule is tricarboxylate anion of 4-carboxy-2-hydroxyhexa-2,4-dienedioic acid; major species at pH 7.3. It is a conjugate base of a 4-carboxy-2-hydroxyhexa-2,4-dienedioic acid.",C(=C(/C=C(/C(=O)[O-])\\[O-])\\C(=O)[O-])\\C(=O)O,C(=C(\\C=C(\\C(=O)O)/[O-])/C(=O)[O-])\\C(=O)O,22,1-64,79,65-96,335.94747320502313,300-800,0.9375,True
1565,70697865,"The molecule is a steroid saponin isolated from Ornithogalum thyrsoides and has been shown to exhibit cytotoxic activity. It has a role as a metabolite and an antineoplastic agent. It is a beta-D-glucoside, a 17-hydroxy steroid, an acetate ester, a benzoate ester, a cholestanoid and a steroid saponin. It derives from a 3,4,5-trimethoxybenzoic acid.",C[C@@H](C(=O)CCC(C)C)[C@]1([C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)O)O)C)C)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)OC(=O)C1=CC(=C(C(=C1)OC)OC)OC)OC(=O)C)O,C[C@@H](C(=O)CCC(C)C)[C@]1([C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)C)C)O[C@H]7[C@@H]([C@H]([C@H](CO7)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)OC(=O)C9=CC(=C(C(=C9)OC)OC)OC)OC(=O)C)O,54,1-64,112,97-128,2911.0668491398337,>800,1.0,True
1566,331383,"The molecule is a C21-steroid that is cortisone in which the 21-hydroxy group has been oxidised to the corresponding aldehyde. It is a 21-oxo steroid, a 17alpha-hydroxy steroid, a 20-oxo steroid, a 3-oxo-Delta(4) steroid, a C21-steroid, an 11-oxo steroid, a steroid aldehyde and a tertiary alpha-hydroxy ketone. It derives from a progesterone. It derives from a hydride of a 5alpha-pregnane.",C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)C=O)O)C,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)C=O)O)C)C,60,1-64,125,97-128,751.5003966798672,300-800,0.975,True
1567,10316307,"The molecule is an imidazobenzodiazepine that is midazolam which is substituted by a hydroxy group at positions 2 and 4. It is the minor metabolite of the anesthetic, midazolam. It has a role as a drug metabolite. It is an imidazobenzodiazepine, a member of monofluorobenzenes, an organochlorine compound and an aromatic primary alcohol. It derives from a midazolam.",C1=CC=C(C(=C1)C2=NC(C3=CN=C(N3C4=C2C=C(C=C4)Cl)CO)O)F,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F,58,1-64,105,97-128,999.7363001892567,>800,0.8518518518518519,True
1568,11954144,"The molecule is an androstanoid that is androst-4-ene substituted by an alpha-fluoro group at position 2 and a beta-hydroxy group at position 17. It is a 3-oxo-Delta(4) steroid, a 17beta-hydroxy steroid, a fluorinated steroid and an androstanoid. It derives from a testosterone.",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)[C@@H](C[C@]34C)F,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)C[C@@H]([C@]34C)F,42,1-64,79,65-96,541.5532729238237,300-800,1.0,True
1569,2531,"The molecule is an imidazolium ion that is imidazolium cation substituted by a bis(4-chlorophenyl)methyl group at position 1 and a 2-[(2,4-dichlorobenzyl)oxy]-2-(2,4-dichlorophenyl)ethyl group at position 3. It acts as an inhibitor of calmodulin, a calcium binding messenger protein. It has a role as an inhibitor.",C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)N3C=C[N+](=C3)CC(C4=C(C=C(C=C4)Cl)Cl)OCC5=C(C=C(C=C5)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)N2CCN(CCC2)C3=CC=C(C=C3)C=C4=C(C(=C(C=C4)Cl)Cl,44,1-64,97,97-128,1556.235018828062,>800,,False
1570,6726,"The molecule is an N-alkylpiperazine in which one nitrogen of the piperazine ring is substituted by a methyl group, while the other is substituted by a diphenylmethyl group. It has a role as an antiemetic, a cholinergic antagonist, a central nervous system depressant, a local anaesthetic and a H1-receptor antagonist.",CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,CN1C(CCN1CCCN(C2=CC=CC=C2)C3=CC=CC=C3,50,1-64,79,65-96,476.12919033320236,300-800,,False
1571,134814695,"The molecule is a monocarboxylic acid anion and organophosphate oxoanion resulting from the deprotonation of both the carboxy group and the phosphate group of ditrans,polycis-dodecaprenyl phosphate-GalA. The major species at pH 7.3. It is an organophosphate oxoanion and a monocarboxylic acid anion. It is a conjugate base of a ditrans,polycis-dodecaprenyl phosphate-GalA.",CC(=CCC/C(=C/CC/C(=C/CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\COP(=O)([O-])O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)C(=O)[O-])O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\COP(=O)([O-])O[C@H]1[C@@H]([C@H](C)C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,51,1-64,120,97-128,2185.1539506709278,>800,,False
1572,522689,The molecule is a fluoride salt having K+ as the counterion. It has a role as a poison. It is a fluoride salt and a potassium salt.,[F-].[K+],[K+].[K+],27,1-64,34,1-64,2.0,<100,0.6666666666666666,True
1573,53344620,"The molecule is a pyrrolopyrimidine that is 7H-pyrrolo[2,3-d]pyrimidine substituted at position 4 by a methyl[(3R,4R)-4-methyl-1-(pyrrolidin-1-ylcarbonyl)piperidin-3-yl]nitrilo group. It is a potent JAK3-selective chemical probe. It has a role as an EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor. It is a pyrrolopyrimidine, a tertiary amino compound, a N-acylpiperidine and a N-acylpyrrolidine.",C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)N4CCCC4,C[C@@H]1CCCCC1)C2=NC(=NC=CC=C2NC3=NN=C(C=C3CCN5CC=C4)N(C)C,48,1-64,153,129-160,752.8591765420239,300-800,,False
1574,21976318,"The molecule is a 3-hydroxy fatty acid anion that is the conjugate base of 3-hydroxydecanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a hydroxy saturated fatty acid anion, a medium-chain fatty acid anion and a 3-hydroxy fatty acid anion. It is a conjugate base of a 3-hydroxydecanoic acid.",CCCCCCCC(CC(=O)[O-])O,CCCCCCCC(CC(=O)[O-])O,56,1-64,102,97-128,134.1315478847971,100-300,1.0,True
1575,53860028,The molecule is a dipeptide obtained by formal condensation of the carboxy group of L-proline with the amino group of L-threonine. It derives from a L-threonine and a L-proline.,C[C@H]([C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1)O,C[C@H]([C@@H](C(=O)O)NC(=O)[C@@H]1CCCN)O,29,1-64,53,1-64,248.4968992644838,100-300,,False
1576,70698333,The molecule is a pentacyclic triterpenoid that is beta-amyrin carrying two oxo substituents at positions 11 and 30. It is a cyclic terpene ketone and a pentacyclic triterpenoid. It derives from a beta-amyrin.,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C=O,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C,33,1-64,65,65-96,917.5024986814943,>800,0.9459459459459459,True
1577,25203302,"The molecule is dianon of 3,5-dibromo-4-hydroxybenzoic acid arising from deprotonation of both the carboxy and phenolic functions. It is a monocarboxylic acid anion and a phenolate anion. It is a conjugate base of a 3,5-dibromo-4-hydroxybenzoic acid.",C1=C(C=C(C(=C1Br)[O-])Br)C(=O)[O-],C1=C(C=C(C(=C1Br)[O-])Br)C(=O)O,36,1-64,89,65-96,312.4185276982705,300-800,0.9523809523809523,True
1578,5941539,"The molecule is a monocarboxylic acid amide obtained by formal condensation of the carboxy group of (2E)-2-cyano-3-[4-hydroxy-3,5-di(propan-2-yl)phenyl]prop-2-enoic acid with the amino group of 3-phenylpropylamine. It has a role as a vascular endothelial growth factor receptor antagonist. It is an enamide, a member of phenols, a nitrile, a monocarboxylic acid amide and a secondary carboxamide.",CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C(\\C#N)/C(=O)NCCCC2=CC=CC=C2,CC(C)NCC(C1=CC=CC=C1)/C)NC(=O)C(=CC2=CC(=C2)/C#C3=C(C=CC=C3#O)O,54,1-64,128,97-128,877.1608652389752,>800,,False
1579,5280891,The molecule is a thromboxane obtained by formal oxidation of the hemiacetal hydroxy function of thromboxane B2. It has a role as a human metabolite. It derives from a thromboxane B2. It is a conjugate acid of an 11-dehydro-thromboxane B2(1-).,CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC(=O)O1)O)C/C=C\\CCCC(=O)O)O,CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC(O1)O)O)C/C=C\\CCCC(=O)O)O,40,1-64,77,65-96,484.69307820967646,300-800,0.9444444444444444,True
1580,70698002,"The molecule is a pentacyclic triterpenoid that is lup-20(29)-en-28-oic acid substituted by hydroxy groups at positions 2, 3 and 23 respectively (the 2alpha,3beta-stereoisomer). It has been isolated from the leaves of Rosa laevigata. It has a role as a plant metabolite. It is a pentacyclic triterpenoid, a triol and a hydroxy monocarboxylic acid. It derives from a hydride of a lupane.",CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)C(=O)O,CC(=C)[C@@H]1CC[C@@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)C)(C)C)(C)O)O)C)(C[C@H]([C@H]([C@@]4(C)CO)O)O)C,61,1-64,120,97-128,916.4229328468641,>800,,False
1581,6440428,The molecule is a long-chain fatty alcohol that is stearyl alcohol which has been dehydrogenated to introduce a cis double bond between positions 13 and 14.,CCCC/C=C\\CCCCCCCCCCCCO,CCCCC/C=C\\CCCCCCCCCC/C=O,26,1-64,35,1-64,174.52909652496098,100-300,0.5454545454545454,True
1582,53239710,"The molecule is a triply-charged organophosphate oxoanion resulting from deprotonation of the diphosphate and carboxy groups of 2,3-diacetamido-2,3-dideoxy-beta-D-mannosyl-(1->3)-N-acetyl-D-fucosaminyl undecaprenyl diphosphate.",C[C@@H]1[C@@H]([C@@H]([C@H](C(O1)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C)NC(=O)C)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)C(=O)[O-])O)NC(=O)C)NC(=O)C)O,C[C@@H]1[C@@H]([C@@H]([C@H](C(O1)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(/C)\\CC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C)NC(=O)C)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)NC(=O)C)NC(=O)C)O,20,1-64,87,65-96,2910.6629344667053,>800,1.0,True
1583,70679075,The molecule is an N-acyl-1-O-beta-D-glucosyl-4-hydroxy-15-methylhexadecasphinganine in which the acyl group has 18 carbons and 0 double bonds. It derives from a 15-methylhexadecaphytosphingosine.,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCC(C)C)O)O,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCC(C)C)O)O,22,1-64,71,65-96,801.1047352382244,>800,1.0,True
1584,5281671,"The molecule is an extended flavonoid that is flavone substituted by hydroxy groups at positions 5, 2' and 4', a prenyl group at position 3 and a 2,2-dimethyl pyran group across positions 7 and 8. It has a role as a plant metabolite and an antineoplastic agent. It is a trihydroxyflavone and an extended flavonoid.",CC(=CCC1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=C(C=C(C=C4)O)O)C,CC(=CCC1=C(C(=C2C=C1O)O)C(=O)C3=C(O2)C)C=C(C=C3)O)C,55,1-64,87,65-96,1320.3172424333234,>800,,False
1585,86289120,The molecule is a carbohydrate sulfonate that is D-fructofuranose in which the hydroxy group at at position 6 is replaced by a sulfo group. It has a role as a metabolite. It derives from a D-fructofuranose. It is a conjugate acid of a 6-deoxy-6-sulfo-D-fructofuranose(1-).,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)S(=O)(=O)O,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)S(=O)(=O)O,44,1-64,89,65-96,326.0235958074588,300-800,1.0,True
1586,13633097,"The molecule is the (S)-enantiomer of 2-chloro-N-(2,4-dimethylthiophen-3-yl)-N-[(2S)-1-methoxypropan-2-yl]acetamide. It is the active enantiomer of dimethenamid, a herbicide applied to the soil to control various broad-leaved weeds and grasses. It has a role as a herbicide, an agrochemical and an antimitotic. It is an enantiomer of a (R)-dimethenamid.",CC1=CSC(=C1N([C@@H](C)COC)C(=O)CCl)C,CC1=CSC(=C1)C(=O)N[C@@H](C)(C)C)Cl,46,1-64,124,97-128,372.35738955049004,300-800,,False
1587,10105842,"The molecule is an amino acid betaine that is ergothioneine in which the hydrogen attached to the sulfur is replaced by a methyl group. It has been isolated from the deepwater (500-1,600 m) marine sponge Macandrewia azorica. It has a role as a marine metabolite and an animal metabolite. It is an amino-acid betaine, a member of imidazoles and a methyl sulfide. It derives from an ergothioneine.",C[N+](C)(C)[C@@H](CC1=CN=C(N1)SC)C(=O)[O-],C[N+](C)C1=NC(=O)[O-],67,65-96,103,97-128,370.3862011459049,300-800,,False
1588,5018,"The molecule is a benzazepine that is 2,3,4,5-tetrahydro-3-benzazepine bearing a phenyl substituent at position 1, a methyl substituent at position 3, a chloro substituent at position 7 and a hydroxy substituent at position 8. It has a role as a dopaminergic antagonist. It is a benzazepine, an organochlorine compound and a tertiary amino compound.",CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl,CN1CCC(C2=CC(=C(C=C2)Cl)C1=O)C3=CC=CC=C3,54,1-64,105,97-128,611.8871109583482,300-800,0.7291666666666666,True
1589,70678902,"The molecule is a 1,2-diacyl-3-alpha-D-galactosyl-sn-glycerol in which the acyl groups at positions 1 and 2 are palmitoyl (hexadecanoyl) and cis-vaccenoyl [(11Z)-octadec-11-enoyl] respectively.",CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCCCCCC/C=C\\CCCCCC,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCCCCCC/C=C\\CCCCCC,22,1-64,76,65-96,881.1307410630814,>800,1.0,True
1590,10465927,"The molecule is a tripeptide composed of glycine, L-alanine and L-alanine residues joined in sequence by peptide linkages. It derives from a L-alanine and a glycine.",C[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)CN,C[C@@H](C(=O)NCC(=O)N[C@@H](C)C(=O)O)N,26,1-64,47,1-64,266.61239654879165,100-300,0.9696969696969697,True
1591,3858,The molecule is a dicarboxylic acid consisting of succinic acid carrying a 2-benzyl substituent. It has a role as a bacterial xenobiotic metabolite. It derives from a succinic acid. It is a conjugate acid of a 2-benzylsuccinate(2-) and a (R)-2-benzylsuccinate.,C1=CC=C(C=C1)CC(CC(=O)O)C(=O)O,C1=CC=C(C=C1)CCC(=O)O)(C(=O)O,40,1-64,84,65-96,344.8653710605151,300-800,,False
1592,11953899,"The molecule is an anthemis glycoside that is found in the cyanogenic achenes of Anthemis altissima. It is an anthemis glycoside, an O-acyl carbohydrate, a disaccharide derivative and a nitrile. It derives from a trans-cinnamic acid.",C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](C#N)C3=CC=CC=C3)O)O)O)O)O)OC(=O)/C=C/C4=CC=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC=C(C=C3)/C=C/C(=O)O[C@@H]4CO[C@H]([C@@H]([C@H]4O)O)OC[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)O[C@H](C#N)C6=CC=CC=C6)O)O)O)O)O)O)O)O)O,36,1-64,67,65-96,1505.568284660398,>800,0.9523809523809523,True
1593,23706902,"The molecule is an organic sodium salt that is monosodium salt of eurysterol B sulfonic acid. Isolated from an undescribed marine sponge of the genus Euryspongia collected in Palau, it is cytotoxic and exhibits antifungal activity against both amphotericin B-resistant and wild-type strains of Candida albicans. It has a role as a metabolite, an antineoplastic agent and an antifungal agent. It contains a eurysterol B(1-). It derives from a hydride of a 5alpha-cholestane.",C[C@H](/C=C/CC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@@]24C[C@H]([C@@]5([C@@]3(CC[C@@H](C5)OS(=O)(=O)[O-])CO4)O)O)C.[Na+],C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@@]24C[C@H]([C@@]5([C@@]3(CC[C@@H](C5)OS(=O)(=O)[O-])CO4)O)O)C.[Na+],73,65-96,131,129-160,971.1689803061206,>800,0.9848484848484849,True
1594,70679234,"The molecule is an organic anion that is the monoanion obtained by the deprotonation of the 2-hydroxy group of 2-hydroxy-3-(2-hydroxyethyl)naphthalene-1,4-dione. It is a conjugate base of a 2-hydroxy-3-(2-hydroxyethyl)naphthalene-1,4-dione.",C1=CC=C2C(=C1)C(=C(C(=O)C2=O)CCO)[O-],C1=CC=C2C(=C1)C(=C(C=CC2=O)[O-])CCO,28,1-64,89,65-96,499.49515384041945,300-800,0.6944444444444444,True
1595,12309527,"The molecule is a hydroxy steroid that consists of 5beta-cardanolide having a double bond at the 20(22)-position as well as hydroxy groups at the 3alpha,- 12beta- and 14beta-positions. It is a 12beta-hydroxy steroid, a 14beta-hydroxy steroid and a 3alpha-hydroxy steroid. It derives from a hydride of a 5beta-cardanolide.",C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)COC5)O)C)O)O,48,1-64,92,65-96,717.781243826887,300-800,0.8775510204081632,True
1596,5320946,"The molecule is a monomethoxyflavone that is the 7-methyl ether derivative of kaempferol. It has a role as a plant metabolite. It is a trihydroxyflavone, a member of flavonols and a monomethoxyflavone. It derives from a kaempferol.",COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,37,1-64,72,65-96,908.5527285597918,>800,0.967741935483871,True
1597,90658487,"The molecule is an acyl-CoA oxoanion resulting from the removal of all four protons from the phosphate and diphosphate groups of 3-oxo-23,24-bisnor-chol-4-en-22-oyl-CoA; major species at pH 7.3. It is a conjugate base of a 3-oxo-23,24-bisnorchol-4-en-22-oyl-CoA.",C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)([O-])[O-])O,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CCC[C@]43C)C)C(=O)SCCNC(=O)CCCCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)([O-])[O-])O,35,1-64,103,97-128,2565.9220630858836,>800,0.978494623655914,True
1598,25113191,The molecule is a fatty acyl-AMP(1-) obtained by deprotonation of the phosphate OH group of dodecanoyl-AMP; the major species at pH 7.3. It is a fatty acyl-AMP(1-) and a saturated fatty acyl-AMP(1-). It is a conjugate base of a dodecanoyl-AMP.,CCCCCCCCCCCC(=O)OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,CCCCCCCCCCCC(=O)OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,40,1-64,83,65-96,1037.0321737605566,>800,1.0,True
1599,6436173,"The molecule is a semisynthetic member of the class of rifamycins and non-systemic gastrointestinal site-specific broad spectrum antibiotic. Used in the treatment of traveller's diarrhoea, hepatic encephalopathy and irritable bowel syndrome. It has a role as a gastrointestinal drug, an orphan drug and an antimicrobial agent. It is a member of rifamycins, an acetate ester, a lactam, an organic heterohexacyclic compound, a macrocycle, a semisynthetic derivative and a cyclic ketal.",C[C@H]1/C=C/C=C(\\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,C[C@H]1/C=C/C(=C\\C(=O)NC2=C(C(=C3N(C(=O)C(=C(C5=C3C)O)C[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)O)C)OC(=O)C)/C,70,65-96,121,97-128,2378.8100422585144,>800,,False
1600,97142,"The molecule is a tetramethoxyflavone that is the 5,7,3',4'-tetramethy-derivative of quercetin. It has a role as a plant metabolite. It is a tetramethoxyflavone and a member of flavonols. It derives from a quercetin.",COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)OC)O)OC,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)O,33,1-64,75,65-96,1020.5518640453939,>800,0.96875,True
